url_path,views_total,views_unique
/hhollandmoritz/git_guide,3,2
/hhollandmoritz/git_guide/blob/master/git_lesson.md,1,1
/hhollandmoritz/git_guide/tree/master,1,1
/hhollandmoritz/git_guide/tree/new_pedagogy_updates,1,1
