time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-11 00:00:00+00:00,12,7,31.0,1.0
2023-05-12 00:00:00+00:00,5,4,,
2023-05-13 00:00:00+00:00,1,1,,
