time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-07 00:00:00+00:00,5,3,,
2024-10-11 00:00:00+00:00,2,1,,
2024-10-12 00:00:00+00:00,4,1,,
2024-10-18 00:00:00+00:00,2,1,1.0,1.0
